COUNTY,single_parent_household,youth_not_in_school,sex_pay_inequity,race_pay_inequity,snap_household,snap_vulnerabe_household,no_internet_household,no_smartphone_household,no_car_household,no_plumbing_household,over_60min_commute,wfh_inv,biking_commute_inv,working_class_workers,unemployment_rate,renter_occupied,median_income_inv,Crimes Against Persons Rate,Crimes Against Property Rate,Crimes Against Society Rate,ALR_VALB,ALR_VALP,lahunv1share,lasnap1share
17045,0.3766314481044127,0.38389804165371466,0.24161490683229814,0.10335689045936396,0.8350931677018634,0.7857142857142857,0.5400621118012422,0.42142857142857143,0.8074534161490683,0.0,0.06677018633540373,0.813179981349083,0.7457912457912458,0.6540372670807454,0.462111801242236,0.5767080745341615,0.9287713841368584,0.47823008849557525,0.5476106194690266,0.4615929203539823,0.4048582995951417,0.6652133291809406,0.6363345081704582,0.8173662287728293
17047,0.7423865755127408,0.9502642213242151,0.8599378881987577,NaN,0.8108695652173913,0.779192546583851,0.506832298136646,0.6925465838509317,0.3546583850931677,0.7649068322981366,0.4201863354037267,0.793285669878769,1.0,0.7447204968944099,0.7692546583850932,0.21956521739130436,0.9219284603421461,0.2095575221238938,0.06690265486725663,0.5886725663716814,0.6125817502335721,0.6331360946745562,0.3168856135853893,0.443768023069529
17049,0.20012430080795526,0.8172210133664906,0.3549689440993789,NaN,0.5906832298136646,0.5531055900621118,0.19968944099378882,0.35372670807453416,0.5562111801242235,0.391304347826087,0.2503105590062112,0.25023313646254275,0.7457912457912458,0.4127329192546584,0.09378881987577639,0.27639751552795033,0.4625194401244168,0.36,0.4545132743362832,0.5054867256637168,0.48022422921208346,0.7041420118343196,0.4863825696892022,0.45338032681832746
17051,0.42417650714729643,0.907056263599627,0.7618012422360249,NaN,0.5531055900621118,0.5229813664596273,0.7267080745341615,0.7978260869565217,0.5375776397515528,0.5627329192546584,0.48012422360248447,0.6123717749456015,1.0,0.6909937888198758,0.25559006211180124,0.17391304347826086,0.825194401244168,0.2715044247787611,0.27964601769911507,0.19256637168141594,0.3955154157583307,0.6571161631890376,0.8420378083947453,0.9080422941364947
17053,0.5633934120571784,0.9521293130245571,0.7177018633540373,NaN,0.7885093167701863,0.7068322981366459,0.465527950310559,0.546583850931677,0.8680124223602484,0.7776397515527951,0.4614906832298137,0.4022381100404103,0.29854096520763185,0.4984472049689441,0.6627329192546584,0.5090062111801242,0.8034214618973562,0.423716814159292,0.2661946902654867,0.17699115044247787,0.2728122080348801,0.49081283089380257,0.6719000320410125,0.5786606856776674
17055,0.5661901802361715,0.7538078955548648,0.22919254658385094,0.9500883392226148,0.9167701863354037,0.8801242236024844,0.5546583850931677,0.6130434782608696,0.7152173913043478,0.48509316770186334,0.43136645962732917,0.6014920733602735,0.4107744107744108,0.8307453416149069,0.8145962732919255,0.47018633540372673,0.9589424572317263,0.020530973451327435,0.04141592920353982,0.019469026548672566,0.7371535347243849,0.8464652756150732,0.40403716757449537,0.3604613905799423
17057,0.6665630826600373,0.7161952129313025,0.4509316770186335,NaN,0.7391304347826086,0.665527950310559,0.42422360248447205,0.5192546583850932,0.4077639751552795,0.0,0.5583850931677019,0.7827168169101647,0.5398428731762065,0.753416149068323,0.8229813664596274,0.29037267080745344,0.9001555209953344,0.05876106194690266,0.07398230088495575,0.09769911504424779,0.45281843662410465,0.6564933042665836,0.16340916372957384,0.2931752643383531
17059,0.5786202610316967,0.6795150761579111,0.8819875776397516,0.9907243816254417,0.8909937888198758,0.9015527950310559,0.8993788819875776,0.9565217391304348,0.8704968944099379,0.846583850931677,0.7437888198757764,0.9916070873484613,1.0,0.6872670807453416,0.8767080745341614,0.165527950310559,0.967651632970451,0.33663716814159295,0.33876106194690264,0.16212389380530973,0.757396449704142,0.9663656181874806,0.4287087471964114,0.4543415571932073
17061,0.6678060907395899,0.3960211377059372,0.2204968944099379,0.9328621908127208,0.6897515527950311,0.5819875776397515,0.5686335403726708,0.627639751552795,0.25838509316770186,0.6701863354037267,0.9326086956521739,0.4939384519738887,1.0,0.6521739130434783,0.4236024844720497,0.3562111801242236,0.9349922239502333,0.06265486725663717,0.09061946902654867,0.15469026548672565,0.3621924634070383,0.6972905636873248,0.594040371675745,0.36975328420378084
17063,0.22622747047855812,0.26266708113148896,0.6763975155279504,0.37809187279151946,0.337888198757764,0.33260869565217394,0.16987577639751553,0.23322981366459627,0.27422360248447203,0.3972049689440994,0.6903726708074535,0.32825613926018027,0.7457912457912458,0.5493788819875777,0.48509316770186334,0.41739130434782606,0.22177293934681183,0.37911504424778764,0.4672566371681416,0.43504424778761064,0.3428838368109623,0.6511990034257241,0.2162768343479654,0.3739186158282602
17065,0.5848353014294593,0.48181535592166613,0.7018633540372671,NaN,0.6962732919254658,0.613664596273292,0.8440993788819876,0.7496894409937889,0.5577639751552795,0.518944099378882,0.565527950310559,0.9135840845508237,1.0,0.7245341614906833,0.6627329192546584,0.26614906832298135,0.8631415241057543,0.3143362831858407,0.224070796460177,0.3561061946902655,0.7608221737776394,0.9875428215509188,0.6808715155398911,0.5411727010573534
17067,0.19981354878806712,0.6959900528442649,0.41459627329192544,NaN,0.5369565217391304,0.48695652173913045,0.6642857142857143,0.7164596273291925,0.3872670807453416,0.3804347826086957,0.2708074534161491,0.4830587503885608,1.0,0.4580745341614907,0.462111801242236,0.12577639751552794,0.8653188180404354,0.03823008849557522,0.05345132743362832,0.07610619469026549,0.31111803176580505,0.5172843350981002,0.9323934636334508,0.949375200256328
